"identif" "eta92c" "eta95c" "persist"
2971 7 NA "0"
2977 3 6 "0"
2979 16 19 "0"
2985 22 25 "0"
2986 29 32 "0"
2987 21 24 "0"
2988 12 15 "0"
2989 16 19 "0"
2991 NA NA "0"
2995 6 NA "0"
2996 20 23 "0"
2998 58 NA "0"
3001 19 22 "0"
3002 10 13 "1"
3003 7 NA "0"
3006 12 NA "0"
3009 30 33 "0"
3010 19 NA NA
3014 22 25 "0"
3016 7 NA "0"
3017 18 21 "0"
3018 15 NA "0"
3019 17 20 "0"
3022 20 NA "0"
3023 3 6 "0"
3024 24 NA "0"
3025 2 5 "0"
3028 14 17 "0"
3037 1 4 "0"
3038 20 23 NA
3039 7 10 "0"
3040 6 NA "0"
3042 7 10 "0"
3043 5 8 "0"
3045 9 12 "0"
3046 13 16 "0"
3047 3 6 "0"
3048 15 18 "0"
3050 19 NA "0"
3051 15 18 "0"
3053 13 16 "0"
3055 9 12 "0"
3056 11 14 "0"
3057 16 NA "0"
3059 9 12 "0"
3066 3 6 "0"
3068 1 4 "0"
3073 10 NA "0"
3074 9 12 "0"
3079 14 17 "0"
3084 2 NA "0"
3092 12 15 "0"
3095 5 NA "0"
3096 3 NA "0"
3099 12 15 "0"
3100 NA NA "0"
3101 5 NA NA
3102 15 18 "0"
3104 11 14 "0"
3113 7 NA "0"
3116 27 NA "0"
3117 13 16 "0"
3119 23 NA "0"
3125 27 NA "0"
3126 32 NA "0"
3129 8 NA "0"
3131 40 43 "0"
3132 15 NA "0"
3134 23 NA "0"
3139 22 25 "0"
3140 34 NA "0"
3144 11 14 "0"
3145 36 39 "0"
3148 12 NA "0"
3149 12 NA "0"
3152 9 12 "0"
3160 14 17 NA
3163 31 NA "0"
3164 59 NA "0"
3169 6 NA NA
3171 10 NA "0"
3174 6 NA "0"
3177 22 NA "0"
3178 3 NA "0"
3179 25 NA "0"
3183 63 NA "0"
3184 9 12 "1"
3188 12 15 "0"
3189 9 NA "0"
3191 9 NA "0"
3192 3 NA "0"
3196 6 NA "0"
3197 39 42 "0"
3199 12 15 "0"
3202 46 NA "0"
3204 13 16 "0"
3205 40 NA "0"
3208 46 49 "0"
3209 13 16 "0"
3210 30 NA NA
3214 9 NA "0"
3216 32 NA "0"
3218 13 NA "0"
3221 13 16 "0"
3225 1 NA "0"
3230 25 NA "0"
3237 4 7 "0"
3238 55 58 "0"
3243 1 NA "0"
3244 45 48 "0"
3245 29 NA "0"
3247 22 NA "0"
3250 1 4 "0"
3253 18 21 "0"
3254 32 NA "0"
3255 NA NA "0"
3257 NA NA "0"
3260 25 28 "0"
3265 12 15 "0"
3266 10 NA "0"
3270 12 NA "0"
3271 12 NA "0"
3272 12 15 "0"
3273 31 34 "0"
3274 13 16 "0"
3275 19 22 "0"
3276 31 NA "0"
3277 14 17 NA
3278 29 32 "0"
3281 11 14 "0"
3283 12 15 "0"
3284 19 NA NA
3285 45 48 NA
3286 NA NA "0"
3287 20 NA "0"
3288 4 NA "0"
3290 5 NA "0"
3295 61 NA "0"
3296 39 NA "0"
3297 52 NA NA
3300 23 26 "0"
3302 12 15 "0"
3304 10 NA "0"
3305 NA NA "0"
3309 35 NA "0"
3312 16 NA "0"
3313 10 13 "0"
3314 11 14 "0"
3319 43 NA "0"
3326 19 22 "0"
3327 17 20 "0"
3328 44 47 "0"
3330 25 NA "0"
3332 8 11 "0"
3334 11 NA "0"
3336 16 19 "0"
3337 74 77 "0"
3340 7 10 "0"
3342 71 NA "0"
3343 20 23 "0"
3350 29 NA "0"
3351 34 37 "0"
3352 20 23 "0"
3353 23 26 "0"
3354 30 33 "0"
3356 51 54 "0"
3358 1 NA "0"
3360 44 47 "0"
3361 13 NA "0"
3363 7 10 NA
3365 6 NA "0"
3369 18 NA "0"
3370 67 70 "0"
3371 12 NA "0"
3373 7 10 "0"
3374 26 NA "0"
3375 18 21 "0"
3376 53 NA "0"
3378 10 NA NA
3380 5 8 "1"
3381 4 7 NA
3383 18 NA "0"
3386 13 16 "0"
3388 12 15 "0"
3392 16 NA "0"
3396 32 NA "0"
3398 4 NA NA
3399 97 100 "0"
3407 8 NA "0"
3408 21 NA "0"
3409 NA NA "0"
3411 7 NA "0"
3413 NA NA "0"
3417 2 5 "0"
3419 3 6 "0"
3421 49 52 "0"
3422 33 NA "0"
3427 18 21 "0"
3429 20 NA "0"
3431 14 NA "0"
3432 13 16 "0"
3433 30 33 "0"
3434 25 28 "0"
3435 NA NA "0"
3446 14 17 NA
3447 9 12 "0"
3451 10 13 "0"
3453 23 26 "0"
3458 7 10 "0"
3459 1 NA "0"
3461 NA NA "0"
3465 14 NA "0"
3471 23 NA "0"
3473 7 NA "0"
3475 26 29 "0"
3477 9 NA "0"
3481 14 NA "0"
3485 6 NA "0"
3486 14 17 "0"
3489 5 NA "0"
3490 13 NA "0"
3491 3 NA "0"
3492 4 NA "0"
3496 11 NA "0"
3497 11 14 "0"
3502 8 NA "0"
3504 3 6 "0"
3507 7 10 "0"
3510 8 NA "0"
3520 7 NA "0"
3524 13 NA "0"
3529 NA NA "0"
3533 20 NA "0"
3538 10 NA "0"
3540 31 34 "0"
3541 18 NA "0"
3542 15 NA "0"
3545 11 14 "0"
3546 9 12 "0"
3547 8 11 "0"
3548 7 10 "0"
3550 4 NA "0"
3552 3 6 "0"
3555 5 8 "0"
3558 6 9 "0"
3559 2 5 "0"
3561 14 17 "0"
3562 3 NA "0"
3568 NA NA "0"
3571 19 NA "0"
3573 14 NA "0"
3575 30 NA "0"
3576 18 21 "0"
3577 33 36 "0"
3580 21 24 "0"
3581 10 NA "0"
3583 16 NA "0"
3586 16 NA "0"
3589 6 9 "0"
3593 25 NA "0"
3598 16 NA "0"
3600 20 NA "0"
3604 33 NA "0"
3608 10 NA "0"
3609 4 7 "0"
3613 3 NA "0"
3617 2 NA "0"
3618 11 NA "0"
3622 13 NA "0"
3624 7 10 "0"
3626 7 10 "0"
3629 7 10 "0"
3631 10 13 "0"
3636 7 10 "0"
3638 41 NA "0"
3639 12 15 "0"
3640 NA NA "0"
3645 26 NA "0"
3646 12 NA "0"
3650 13 16 "0"
3655 8 NA "0"
3656 13 16 "0"
3660 7 10 "0"
3662 2 NA "0"
3664 16 NA "0"
3666 NA NA "0"
3667 13 NA "0"
3669 NA NA "0"
3670 11 14 "0"
3671 15 18 "0"
3672 10 13 "0"
3674 7 10 "0"
3676 14 17 "0"
3677 12 15 "0"
3678 4 7 "0"
3679 3 6 "0"
3685 15 18 "0"
3686 80 83 NA
3690 4 7 "0"
3694 2 5 "0"
3695 15 NA "0"
3699 5 8 "0"
3701 7 NA "0"
3703 92 NA "0"
3704 37 40 "0"
3705 32 35 "0"
3706 9 12 "0"
3707 18 NA "0"
3713 24 NA "0"
3714 12 15 "0"
3719 4 7 "0"
3720 21 24 "0"
3724 12 15 NA
3725 9 NA "0"
3726 22 NA "0"
3727 19 22 "0"
3728 18 21 "0"
3729 6 NA "0"
3731 12 15 "0"
3733 32 NA "0"
3734 13 NA "0"
3735 19 22 "0"
3736 20 NA "0"
3737 26 29 "0"
3739 17 20 "0"
3740 16 19 "0"
3742 13 16 "0"
3747 7 NA NA
3748 20 23 "0"
3751 30 33 "0"
3752 18 21 "0"
3759 7 10 "0"
3767 12 NA "0"
3769 14 17 "0"
3771 24 27 "0"
3772 15 18 "0"
3773 1 NA "0"
3774 6 NA "0"
3775 6 9 "0"
3778 23 26 "0"
3779 19 22 "0"
3781 14 NA "0"
3784 32 NA "0"
3788 13 16 "0"
3789 4 NA "0"
3792 6 NA "0"
3793 15 NA NA
3794 24 27 "0"
3797 13 NA "0"
3798 15 NA "0"
3799 12 15 "0"
3800 10 13 "0"
3802 7 10 "0"
3803 2 NA "0"
3804 31 34 "0"
3805 72 NA "0"
3807 16 19 "0"
3808 32 NA "0"
3809 30 NA "0"
3811 20 23 "0"
3812 16 NA "0"
3814 11 NA "0"
3821 23 NA "0"
3825 1 NA "0"
3827 12 NA "0"
3830 47 NA "0"
3831 15 18 "0"
3834 NA NA "0"
3835 NA NA "0"
3837 14 17 "0"
3838 27 30 "0"
3839 28 31 "0"
3841 8 11 "0"
3842 NA NA "0"
3844 86 89 "0"
3845 5 8 "0"
3846 26 29 "0"
3847 28 NA "0"
3854 38 41 "0"
3855 25 28 "0"
3856 10 13 "0"
3857 29 32 "0"
3858 6 NA "0"
3859 44 NA "0"
3860 30 33 "0"
3861 14 17 "0"
3862 5 8 "0"
3865 11 NA "0"
3867 2 5 "0"
3869 13 16 NA
3870 12 15 "0"
3872 7 10 "0"
3873 31 NA "0"
3874 11 NA "0"
3877 17 20 "0"
3878 13 16 "0"
3880 12 NA "0"
3881 14 17 "0"
3882 33 36 "0"
3887 NA NA "0"
3889 17 20 "0"
3890 5 8 "0"
3891 5 8 "0"
3892 5 8 "0"
3894 20 23 "0"
3897 21 NA "0"
3898 32 35 "0"
3899 17 20 "0"
3900 NA NA "0"
3901 24 27 "0"
3902 42 45 "0"
3903 32 35 "0"
3905 22 NA NA
3907 31 NA "0"
3909 20 NA "0"
3910 17 20 "0"
3911 16 NA "0"
3914 11 NA "0"
3915 19 NA "0"
3918 29 32 "0"
3919 NA NA "0"
3920 25 NA "0"
3923 11 NA "0"
3925 23 26 "0"
3926 23 26 "0"
3927 23 26 "0"
3929 12 15 "0"
3930 12 15 "0"
3932 34 NA "0"
3934 10 13 "0"
3936 11 NA "0"
3942 50 53 "0"
3944 2 5 "0"
3946 62 65 "0"
3947 32 35 "0"
3953 27 NA "0"
3956 5 8 "0"
3958 11 14 "0"
3959 20 23 "0"
3961 44 47 "0"
3962 34 37 "0"
3963 44 NA NA
3965 3 6 "0"
3967 27 30 NA
3969 7 10 "0"
3970 12 15 NA
3971 10 13 "0"
3972 30 33 "0"
3973 26 NA "0"
3974 28 31 "0"
3975 17 20 "0"
3976 50 53 "0"
3977 26 29 "0"
3979 19 22 "0"
3980 NA NA NA
3981 20 23 "0"
3983 1 4 "0"
3984 18 21 "0"
3985 10 13 "0"
3987 29 32 "0"
3989 29 32 "0"
3992 9 12 "0"
3994 44 47 "0"
3996 6 9 "0"
3997 6 9 "0"
3998 NA NA NA
4000 19 NA NA
4001 6 9 "0"
4002 NA NA "0"
4003 NA NA "0"
4004 NA NA "0"
4009 12 15 "0"
4010 NA NA "0"
4012 NA NA "0"
4013 31 34 "0"
4015 130 133 "0"
4016 NA NA "0"
4017 10 NA "0"
4018 14 17 "0"
4020 92 NA "0"
4022 34 37 "0"
4024 45 48 "0"
4025 9 12 "0"
4027 NA NA "0"
4028 47 50 NA
4029 NA NA "0"
4030 NA NA "0"
4031 NA NA "0"
4033 NA NA "0"
4034 NA NA "0"
4035 12 15 "0"
4038 NA NA "0"
4039 25 28 "0"
4040 NA NA "0"
4041 NA NA "0"
4042 76 79 "0"
4043 NA NA "0"
4044 NA NA "0"
4045 4 NA "0"
4047 35 38 "0"
4049 NA NA "0"
4050 NA NA "0"
4051 12 15 "0"
4052 31 34 "0"
4056 NA NA "0"
4057 29 NA "0"
4058 68 NA "0"
4060 NA NA "0"
4061 NA NA "0"
4062 12 15 "0"
4065 88 91 NA
4068 92 NA "0"
4069 12 15 "0"
4070 5 8 "0"
4073 12 NA "0"
4074 13 16 "0"
4075 NA NA "0"
4076 NA NA "0"
4077 NA NA "0"
4080 82 85 "0"
4082 25 28 "0"
4083 5 8 "0"
4084 NA NA "0"
4086 NA NA "0"
4088 29 32 "0"
4089 52 55 "0"
4090 NA NA "0"
4091 73 76 "0"
4092 NA NA "0"
4095 19 22 "0"
4096 59 62 "0"
4098 32 35 "0"
4099 65 68 "0"
4100 NA NA "0"
4101 NA NA "0"
4102 5 8 "0"
4103 18 21 "0"
4104 NA NA "0"
4105 23 26 "0"
4106 22 25 "0"
4107 3 6 "0"
4109 5 8 "0"
4110 30 33 "0"
4111 NA NA "0"
4112 32 35 "0"
4113 9 12 "0"
4114 NA NA "0"
4116 33 36 "0"
4117 NA NA "0"
4119 NA NA "0"
4120 54 57 "0"
4121 NA NA "0"
4122 NA NA "0"
4123 12 15 "0"
4124 58 61 "0"
4125 31 34 "0"
4127 NA NA "0"
4130 41 NA "0"
4133 NA NA "0"
4134 NA NA "0"
4136 NA NA "0"
4137 NA NA "0"
4138 64 67 "0"
4140 15 18 "0"
4141 28 31 "0"
4142 NA NA "0"
4143 NA NA "0"
4144 67 70 "0"
4146 NA NA "0"
4147 9 12 "0"
4148 NA NA "0"
4149 NA NA "0"
4150 NA NA "0"
4151 NA NA "0"
4152 0 3 "0"
4153 43 46 "0"
4154 7 10 "0"
4155 6 9 "0"
4156 NA NA "0"
4157 43 NA "0"
4160 NA NA "0"
4161 3 6 "0"
4162 28 31 "0"
4163 23 26 "0"
4164 41 44 "0"
4165 NA NA "0"
4166 NA NA "0"
4167 85 88 "0"
4168 NA NA "0"
4170 5 8 "0"
4171 83 86 "0"
4172 12 15 "0"
4173 66 69 "0"
4174 NA NA "0"
4176 NA NA "0"
4180 NA NA "0"
4181 NA NA "0"
4183 NA NA "0"
4185 73 76 "0"
4187 70 73 "1"
4188 13 16 "0"
4189 12 15 "0"
4190 44 47 "0"
4191 NA NA "0"
4192 92 NA "0"
4194 NA NA "0"
4195 3 6 "0"
4196 42 45 "0"
4197 12 15 "0"
4198 12 15 "0"
4200 88 91 "0"
4202 NA NA "0"
4203 NA NA "0"
4204 NA NA "0"
4205 33 36 "0"
4206 NA NA "0"
4207 NA NA "0"
4208 23 26 "0"
4209 NA NA "0"
4213 NA NA "0"
4216 43 46 "0"
4217 14 17 "0"
4218 20 23 "0"
4219 92 NA "0"
4220 NA NA "0"
4223 41 44 "0"
4224 NA NA "0"
4225 14 17 "0"
4226 NA NA "0"
4228 7 10 "0"
4229 81 84 "0"
4230 63 66 "0"
4232 34 37 "0"
4233 NA NA "0"
4234 NA NA "0"
4235 NA NA "0"
4237 32 NA "0"
4238 14 17 "0"
4239 NA NA "0"
4240 10 13 "0"
4242 NA NA "0"
4243 65 68 "0"
4244 59 62 "0"
4245 NA NA "0"
4247 NA NA "0"
4249 50 NA "0"
4251 10 13 "0"
4252 NA NA "0"
4253 85 88 "0"
4254 NA NA "0"
4255 NA NA "0"
4256 NA NA "0"
4259 59 62 "0"
4262 NA NA "0"
4263 NA NA "0"
4265 12 15 "0"
4266 34 37 "0"
4268 NA NA "0"
4269 NA NA "0"
4270 NA NA "0"
4272 NA NA "0"
4274 NA NA "0"
4275 1 4 "0"
4276 35 38 "0"
4277 NA NA "0"
4278 NA NA "0"
4279 12 NA "0"
4281 NA NA "0"
4282 NA NA "0"
4283 NA NA "0"
4284 NA NA "0"
4287 NA NA "0"
4288 NA NA "0"
4289 102 105 "0"
4290 67 70 "0"
4291 NA NA "0"
4292 NA NA "0"
4293 46 49 "0"
4295 NA NA "0"
4297 NA NA "0"
4298 96 99 "0"
4299 6 9 "0"
4300 5 8 "0"
4301 3 6 NA
4302 12 15 "0"
4304 NA NA "0"
4305 107 110 "0"
4306 7 10 "0"
4310 NA NA "0"
4311 67 70 "0"
4312 40 43 "0"
4315 13 16 "0"
4316 92 NA "0"
4318 119 122 "0"
4321 NA NA "0"
4322 NA NA "0"
4324 NA NA "0"
4327 NA NA "0"
4329 NA NA "0"
4330 33 36 "0"
4333 NA NA "0"
4334 9 12 "0"
4335 5 8 "0"
4336 46 49 "0"
4337 NA NA "0"
4338 23 NA "0"
4339 26 29 "0"
4340 NA NA "0"
4341 73 76 "0"
4342 71 74 "0"
4343 NA NA "0"
4347 28 31 "0"
4348 27 30 "0"
4351 3 6 "0"
4352 NA NA "0"
4353 NA NA "0"
4354 39 NA "0"
4355 12 15 "0"
4356 NA NA "0"
4357 NA NA "0"
4359 20 23 "0"
4361 12 15 "0"
4362 3 6 "0"
4363 22 25 "0"
4364 NA NA "0"
4365 NA NA "0"
4366 NA NA "0"
4367 18 21 "0"
4369 11 14 "0"
4370 12 NA "0"
4371 NA NA "0"
4373 75 78 "0"
4374 68 71 "0"
4375 NA NA "0"
4376 32 35 "0"
4377 NA NA "0"
4378 NA NA "0"
4379 NA NA "0"
4380 47 50 "0"
4381 NA NA "0"
4382 33 36 "0"
4383 NA NA "0"
4384 NA NA "0"
4385 10 13 "0"
4387 92 NA "0"
4388 NA NA "0"
4389 33 36 "0"
4390 NA NA "0"
4392 NA NA "0"
4394 17 20 "0"
4396 NA NA "0"
4397 NA NA "0"
4398 2 5 "0"
4399 NA NA "0"
4402 NA NA "0"
4403 NA NA "0"
4404 NA NA "0"
4405 32 35 "0"
4406 NA NA "0"
4407 4 7 "0"
4409 14 17 "0"
4410 12 15 "0"
4411 4 7 "0"
4412 13 16 "0"
4414 2 5 "0"
4415 11 NA "0"
4416 92 NA "0"
4417 NA NA "0"
4418 NA NA "0"
4422 NA NA "0"
4423 NA NA "0"
4425 13 16 "0"
4426 85 88 "0"
4427 NA NA "0"
4429 67 70 "0"
4433 15 18 "0"
4434 15 18 "0"
4436 NA NA "0"
4438 6 9 "0"
4439 NA NA "0"
4440 14 17 "0"
4441 6 9 "0"
4443 NA NA "0"
4444 17 20 "0"
4445 NA NA "0"
4446 14 17 "0"
4448 6 9 "0"
4449 3 6 "0"
4453 NA NA "0"
4454 14 17 "0"
4459 17 20 "0"
4460 30 33 "0"
4461 44 47 "0"
4462 NA NA "0"
4463 36 39 "0"
4465 31 NA "0"
4466 NA NA "0"
4467 NA NA "0"
4468 20 23 "0"
4469 NA NA "0"
4470 12 15 "0"
4471 5 NA "0"
4472 NA NA "0"
4473 5 8 "0"
4474 33 36 "0"
4475 10 NA "0"
4476 92 NA "0"
4478 31 34 "0"
4479 20 23 "0"
4480 19 22 "0"
4483 33 36 "0"
4484 NA NA "0"
4485 NA NA "0"
4486 NA NA "0"
4488 NA NA "0"
4489 NA NA "0"
4492 NA NA "0"
4493 8 11 "0"
4495 NA NA "0"
4496 NA NA "0"
4498 11 14 "0"
4500 14 17 "0"
4502 3 6 "0"
4503 12 15 "0"
4504 NA NA "0"
4505 NA NA "0"
4507 5 8 "0"
4510 13 16 "0"
4511 14 17 "0"
4512 28 31 "0"
4514 NA NA "0"
4516 NA NA "0"
4517 24 27 "0"
4518 16 NA "0"
4521 21 24 "0"
4522 59 62 "0"
4523 NA NA "0"
4524 20 23 "0"
4528 12 15 "0"
4529 NA NA "0"
4530 22 25 "0"
4531 3 6 "0"
4532 NA NA "0"
4533 6 9 "0"
4534 31 34 "0"
4535 NA NA "0"
4538 NA NA "0"
4541 20 23 "0"
4542 12 NA "0"
4543 NA NA "0"
4547 32 35 "0"
4548 64 67 "0"
4549 31 34 "0"
4550 NA NA "0"
4551 73 76 "0"
4555 23 26 "0"
4561 NA NA "0"
4562 12 15 "0"
4565 30 33 "0"
4566 9 NA "0"
4571 46 49 "0"
4574 4 7 "0"
4575 1 4 "0"
4576 4 7 "0"
4579 56 59 "0"
4580 7 10 "0"
4583 89 92 "0"
4586 60 NA "0"
4587 11 14 "0"
4589 41 44 "0"
4599 4 7 "0"
4602 NA NA "0"
4603 12 15 "0"
4606 11 14 "0"
4608 27 30 "0"
4618 18 21 "0"
4619 9 12 "0"
4621 8 11 "0"
4624 4 7 "0"
4627 18 NA "0"
4633 7 10 "0"
4636 2 5 "0"
4639 16 NA "0"
4641 8 11 "0"
4644 10 NA "0"
4652 29 NA "0"
4657 24 27 "0"
4659 20 23 "0"
4660 20 23 "0"
4664 21 24 "0"
4665 23 26 "0"
4666 10 13 "0"
4667 8 11 "0"
4668 41 44 "0"
4669 10 13 "0"
4673 6 NA "0"
4678 5 8 "0"
4679 24 NA "0"
4680 29 32 "0"
4681 31 NA "0"
4683 13 NA "0"
4684 23 NA "0"
4687 27 NA "0"
4688 12 15 "0"
4689 1 NA "0"
4690 7 10 "0"
4691 17 NA "0"
4692 12 15 "0"
4693 18 NA "0"
4699 7 10 "0"
4700 4 7 "0"
4703 27 NA "0"
4704 29 NA "0"
4705 17 20 "0"
4706 12 15 "0"
4710 6 NA "0"
4711 23 NA "0"
4712 22 25 "0"
4713 15 18 "0"
4714 8 11 "0"
4719 11 14 "0"
4722 11 14 NA
4724 9 12 "0"
4729 9 12 "0"
4733 6 NA "0"
4741 26 NA "0"
4742 NA NA "0"
4745 20 23 "0"
4747 13 NA "0"
4748 22 NA "0"
4752 32 NA NA
4753 NA NA "0"
4755 10 13 "0"
4756 NA NA "0"
4758 23 26 "0"
4759 20 NA "0"
4761 10 13 "0"
4763 18 21 "0"
4764 8 NA "0"
4765 7 NA "0"
4771 0 NA "0"
4772 12 15 "0"
4775 24 27 "0"
4776 23 26 "0"
4780 19 22 "0"
4781 17 20 "0"
4791 42 NA "0"
4794 17 NA "0"
4807 9 12 "0"
4808 14 17 "0"
4810 4 7 "0"
4812 NA NA "0"
4820 13 16 "0"
4821 12 NA "0"
4825 31 34 "0"
4828 9 12 "0"
4829 12 15 NA
4831 2 5 "0"
4833 NA NA "0"
4834 27 30 "0"
4837 14 NA NA
4841 8 11 "0"
4842 35 38 "0"
4843 7 10 "0"
4844 25 28 "0"
4845 16 NA "0"
4847 4 7 "0"
4849 8 11 "0"
4852 17 NA "0"
4854 13 16 "0"
4855 16 NA NA
4856 16 19 "0"
4859 10 13 "0"
4862 22 25 "0"
4863 NA NA "0"
4864 19 22 "0"
4868 52 55 "0"
4869 12 NA "0"
4870 5 8 "0"
4871 5 8 "0"
4873 10 NA "0"
4875 30 NA "0"
4878 12 NA "0"
4881 26 29 "0"
4883 18 21 "0"
4884 12 15 "0"
4886 11 NA "0"
4888 26 NA "0"
4890 5 8 "0"
4892 40 43 "0"
4893 42 45 "0"
4894 35 38 "0"
4895 20 23 "0"
4902 7 10 "0"
4906 9 NA "0"
4907 9 12 "0"
4911 4 NA "0"
4912 67 70 "0"
4915 43 46 "0"
4916 24 27 "0"
4917 32 NA "0"
4919 19 NA "0"
4920 11 NA "0"
4925 8 11 "0"
4929 7 NA "0"
4933 52 55 "0"
4938 31 NA "0"
4939 29 32 "0"
4940 26 NA "0"
4944 22 NA "0"
4945 19 NA "0"
4955 15 18 "0"
4958 12 15 "0"
4960 12 NA "0"
4963 11 14 "0"
4968 11 14 "0"
4969 9 12 "0"
4970 23 26 "0"
4975 3 6 "0"
4979 13 NA "0"
4984 2 5 "0"
4986 35 38 "0"
4987 7 10 "0"
4990 7 10 "0"
4992 3 6 "0"
4993 13 16 "0"
4995 40 43 "0"
4996 12 15 "0"
4997 62 NA "0"
4998 24 27 "0"
5002 88 91 "0"
5003 40 43 "0"
5007 15 18 NA
5009 14 17 "0"
5014 8 11 "0"
5017 13 16 "0"
5018 15 18 "0"
5020 7 10 "0"
5024 10 13 "0"
5026 53 56 "0"
5029 40 43 "0"
5030 24 27 "0"
5032 19 22 "0"
5033 NA NA "0"
5035 35 NA "0"
5049 9 NA "0"
5050 28 NA "0"
5056 7 NA "0"
5058 5 8 "0"
5059 21 24 "0"
5061 27 NA "0"
5062 32 35 "0"
5069 12 NA "0"
5070 10 13 "0"
5072 7 10 "0"
5073 6 NA "0"
5075 16 NA "0"
5078 51 54 "0"
5079 8 11 "0"
5081 30 33 "0"
5082 26 29 "0"
5084 11 14 "0"
5086 12 15 "0"
5088 44 47 "0"
5093 12 15 "0"
5094 12 15 "0"
5098 9 12 "0"
5099 8 11 "0"
5101 3 6 "0"
5105 NA NA "0"
5109 16 19 "0"
5110 9 NA "0"
5113 14 17 "0"
5115 38 41 "0"
5118 NA NA "0"
5123 6 NA "0"
5124 2 NA "0"
5125 9 12 "0"
5130 33 36 "0"
5132 5 8 "0"
5135 3 NA "0"
5137 7 NA "0"
5138 19 22 "0"
5151 28 31 "0"
5152 14 NA "0"
5153 52 55 "0"
5154 4 NA "0"
5161 19 22 "0"
5162 6 9 "0"
5165 13 16 "0"
5166 14 17 "0"
5170 94 NA "0"
5171 10 NA NA
5174 12 NA "0"
5176 10 13 "0"
5178 5 NA "0"
5180 24 27 "0"
5182 18 21 "0"
5184 15 18 "0"
5187 4 NA "0"
5190 5 NA "0"
5191 5 8 "0"
5193 12 NA "0"
5196 14 17 "0"
5198 31 NA "0"
5199 20 23 "0"
5202 11 14 "0"
5203 7 NA "0"
5205 4 7 "0"
5208 19 22 "0"
5210 14 17 "0"
5211 12 15 "0"
5213 8 11 "0"
5215 14 17 "0"
5218 9 NA "0"
5219 13 16 "0"
5220 30 NA "0"
5222 3 6 "0"
5224 7 NA "0"
5227 26 29 "0"
5229 18 NA "0"
5230 17 20 "0"
5234 13 16 "0"
5243 10 NA "0"
5250 9 12 "0"
5254 12 15 "0"
5257 20 NA NA
5258 18 21 "0"
5260 55 NA "0"
5263 12 15 "0"
5267 10 13 "0"
5269 6 9 "0"
5271 17 NA "0"
5274 15 18 "0"
5278 20 23 "0"
5279 6 NA NA
5281 4 NA "0"
5284 14 17 "0"
5285 18 21 "0"
5286 32 NA "0"
5287 20 23 "0"
5288 16 19 "0"
5289 11 NA "0"
5291 10 NA "0"
5292 8 11 "0"
5294 3 NA "0"
5295 3 6 "0"
5296 15 18 "0"
5297 0 NA "0"
5299 5 8 "0"
5300 3 NA "0"
5301 14 17 "0"
5305 8 11 "0"
5314 12 NA "0"
5317 12 NA "0"
5319 7 NA "0"
5320 6 9 "0"
5321 19 22 "0"
5323 56 59 "0"
5324 30 NA "0"
5329 8 NA "0"
5334 7 10 "0"
5339 NA NA "0"
5340 6 9 "0"
5341 6 9 "0"
5342 6 9 "0"
5343 11 14 "0"
5344 8 11 "0"
5348 6 NA "0"
5354 12 15 "0"
5355 12 15 "0"
5358 10 NA "0"
5359 10 13 "0"
5360 9 12 "0"
5362 3 6 "0"
5365 18 NA "0"
5366 17 NA "0"
5367 14 17 "0"
5372 39 NA "0"
5373 31 34 "0"
5374 23 NA "0"
5377 NA NA "0"
5379 8 11 "0"
5381 6 9 "0"
5382 31 NA "0"
5384 19 NA "0"
5385 29 NA "0"
5392 4 7 "0"
5394 31 34 "0"
5396 23 26 "0"
5402 18 21 "0"
5406 34 37 "0"
5409 38 NA "0"
5410 31 NA "0"
5412 20 23 "0"
5414 15 NA "0"
5415 13 NA "0"
5417 10 13 "0"
5420 17 20 "0"
5424 7 10 "0"
5427 12 15 "0"
5429 92 95 "0"
5430 60 63 "0"
5431 35 NA "0"
5433 14 17 "0"
5436 9 12 NA
5439 5 NA "0"
5440 NA NA "0"
5441 3 6 "0"
5443 12 NA "0"
5448 13 NA "0"
5450 32 NA "0"
5451 32 NA "0"
5452 20 23 "0"
5456 18 NA "0"
5457 16 NA "0"
5460 12 NA "0"
5461 NA NA "0"
5462 9 12 "0"
5467 7 10 "0"
5474 31 NA "0"
5475 29 NA "0"
5478 24 27 "0"
5479 6 9 "0"
5480 23 26 "0"
5482 19 22 "0"
5483 NA NA "0"
5485 17 NA "0"
5486 19 NA "0"
5489 15 NA "0"
5490 8 NA "0"
5491 15 18 "0"
5492 15 18 "0"
5493 14 NA "0"
5495 12 NA "0"
5498 11 14 "0"
5499 5 NA "0"
5500 11 14 "0"
5502 7 NA "0"
5503 27 NA "0"
5504 6 9 "0"
5505 6 9 "0"
5507 5 NA "0"
5509 5 8 "0"
5512 4 7 "0"
5514 3 6 "0"
5517 2 5 "0"
5518 2 5 "0"
5519 19 22 "0"
5521 7 10 "0"
5522 11 14 "0"
5523 1 NA "0"
5524 11 14 "0"
5525 7 NA "0"
5528 5 NA "0"
5533 6 NA "0"
5536 11 14 "0"
5538 7 10 "0"
5539 24 27 "0"
5540 4 7 NA
5541 12 NA "0"
5551 5 8 "0"
5553 3 6 "0"
5554 2 5 NA
5561 9 12 "0"
5563 2 5 "0"
5564 21 24 "0"
5565 11 14 NA
5566 5 8 "0"
5569 10 NA "0"
5570 8 11 "0"
5572 19 22 "0"
5573 11 NA "0"
5576 19 22 "0"
